round,data_idle_p0,data_idle_p1,data_idle_p2,data_gate_p0,data_gate_p1,data_gate_p2,data_idle_z_p0,data_idle_z_p1,data_idle_z_p2,data_gate_z_p0,data_gate_z_p1,data_gate_z_p2,ancilla_gate,prep_error,meas_error,leakage_error,correlated_gate,correlated_phase,data_crosstalk,data_crosstalk_z,correction_error,correction_phase_error,decoder_proxy_p0,decoder_proxy_p1,decoder_proxy_p2,decoder_proxy_meas,calib_p0,calib_p1,calib_p2,calib_meas,calibration_fresh,calibration_period,calibration_phase,source
86,2.6952348455331347e-05,0.0016213922381189641,1.6554134257049078e-06,8.684325834558885e-05,0.0058284994937066285,0.00014464033327251137,0.001954914035008429,0.0002516469995150832,4.343896547648779e-05,0.0032162671311436178,0.000402635199224133,0.0001326485412839027,0.0015085247365304055,0.0011027784326469471,0.012628148510583857,0.00032399555467817843,0.0004520678288688712,0.0002810339144344356,0.00036418011095595783,0.00023577543582582668,0.0008030310174330332,0.00025078932745651905,0.0013205426915393614,0.0157160527655289,0.0013277423170625635,0.01773556753636116,0.002315393215777672,0.013937871656391133,0.0011281829195436376,0.017071277434467635,0,4,0,synthetic_h2_circuit_trace
87,1.6467130032190734e-05,0.0016316930732011886,1.8397967666206582e-06,5.3440730907553756e-05,0.00580727697978947,0.00011056177244847286,0.0018796961960131943,0.000328509279610956,4.179452437584996e-05,0.0030738268932790553,0.0005256148473775296,0.00011423765304274902,0.0015063944658955876,0.001102084122217821,0.012785101389250873,0.00031799923733572786,0.00040157252493244516,0.00025578626246622256,0.0003231526765076117,0.00021683969684966692,0.0008022735878739867,0.0002505920801755174,0.0011337964366665565,0.015594887917212419,0.001161635240537695,0.01778470266771654,0.002315393215777672,0.013937871656391133,0.0011281829195436376,0.017071277434467635,0,4,0,synthetic_h2_circuit_trace
88,1.0435354048230353e-05,0.0016374036386350556,2.1610073167138366e-06,3.4117407088997175e-05,0.005783226946050306,8.491852791548497e-05,0.0017802939083603295,0.00042878329666156724,4.092279497810315e-05,0.0028977586724116215,0.0006860532746585076,0.00010068248556146126,0.001504752811835527,0.0011015490645982459,0.012941529361819125,0.00031337828516666855,0.00036265924350878793,0.00023632962175439398,0.0002915356353508902,0.00020224721631579548,0.0008016898886526319,0.0002504400751699562,0.0010003694031966992,0.015481874748257907,0.0010345898959813749,0.01785787944684865,0.0011195557654457655,0.01882426736512687,0.0020747327865635466,0.018865388642997347,1,4,0,synthetic_h2_circuit_trace
89,6.894309894085771e-06,0.0016404234607481191,2.682229357795515e-06,2.2712090414668613e-05,0.005760261909891592,6.630974436818713e-05,0.0016537591070093138,0.0005556502530856178,4.0590639905068464e-05,0.0026823152101171895,0.0008890404049369884,9.087405163545783e-05,0.001503500418751292,0.0011011408772226433,0.013096148660845923,0.00030985303055919235,0.00033297288891951456,0.0002214864444597573,0.0002674154722471056,0.00019111483334481797,0.0008012445933337928,0.00025032411284734183,0.0009040229454557736,0.015383870428310686,0.0009391659212140135,0.017948823804784225,0.0011195557654457655,0.01882426736512687,0.0020747327865635466,0.018865388642997347,0,4,0,synthetic_h2_circuit_trace
90,4.768451067412383e-06,0.001641717958238308,3.513590694279783e-06,1.5830984623864693e-05,0.005739510331509873,5.376737173721887e-05,0.001499827017671902,0.0007095969952576592,4.0575987070439026e-05,0.0024262147365319638,0.0011353551924122545,8.384408521050309e-05,0.0015025545382962033,0.0011008325902595033,0.013247786502850424,0.00030719055224116425,0.0003105520188729621,0.00021027600943648105,0.0002491985153342817,0.0001827070070773608,0.0008009082802830945,0.0002502365313237225,0.000834079388079112,0.015301153195197537,0.0008694771874742102,0.018052207214631716,0.0011195557654457655,0.01882426736512687,0.0020747327865635466,0.018865388642997347,0,4,0,synthetic_h2_circuit_trace
91,3.4645640427366434e-06,0.0016416878285103412,4.847607446922048e-06,1.1592951434358922e-05,0.005720545474620942,4.684976568437401e-05,0.0013225546116604134,0.0008867684906668437,4.067689767274283e-05,0.0021352441421014176,0.0014188295850669497,7.876643873692886e-05,0.001501847259332173,0.001100602069708264,0.013395374214896248,0.0003051996929350053,0.0002937868878737291,0.00020189344393686456,0.0002355768463974049,0.00017642008295264843,0.000800656803318106,0.0002501710425307568,0.0007832545043046091,0.015230499443859014,0.0008212479423855834,0.018163551124014018,0.0011195557654457655,0.01882426736512687,0.0020747327865635466,0.018865388642997347,0,4,0,synthetic_h2_circuit_trace
92,2.6514939053369054e-06,0.0016403238564789853,7.0246496156776015e-06,8.943042130983736e-06,0.005701870102406951,4.58372258593371e-05,0.0011309369188029143,0.0010783218990562543,4.074118214083078e-05,0.0018232255956499414,0.0017253150384900068,7.499055254338541e-05,0.0015013236292509375,0.0011004314050891946,0.013537939659596371,0.00030372577122486134,0.00028137491557777975,0.00019568745778888988,0.00022549211890694605,0.0001717655933416674,0.0008004706237336667,0.0002501225582639757,0.0007464169701991707,0.015166360498281017,0.0007920234098238721,0.01827912501552226,0.0009126700339905627,0.01402048044775223,0.0006392167538904177,0.017568553639701157,1,4,0,synthetic_h2_circuit_trace
93,2.1418179631437652e-06,0.0016372033517144378,1.0654830322418633e-05,7.281902969104838e-06,0.005680854293773361,5.212258823472784e-05,0.0009375571592822481,0.001271740393285585,4.070244743216725e-05,0.0015098373592178009,0.002034784629256936,7.20852761530419e-05,0.0015009397836353126,0.0011003062998515094,0.01367459960394322,0.0003026453168993982,0.0002722763528370378,0.00019113817641851888,0.0002180995366800932,0.00016835363231388917,0.0008003341452925556,0.0002500870170032697,0.0007198664162116897,0.015100644668821772,0.0007816881178298596,0.018395844718385634,0.0009126700339905627,0.01402048044775223,0.0006392167538904177,0.017568553639701157,0,4,0,synthetic_h2_circuit_trace
94,1.8282808120650777e-06,0.0016313268653210225,1.6844853866912543e-05,6.2657887515752994e-06,0.005653123978900023,6.896591811961449e-05,0.0007554350031029353,0.0014539655910915342,4.059940580553077e-05,0.0012155525716309075,0.0023263449457464544,6.985659690757165e-05,0.0015006611689285278,0.0011002154920952238,0.013804552495940864,0.0003018610680951145,0.0002656721523799118,0.0001878360761899559,0.00021273362380867832,0.00016587705714246693,0.0008002350822856986,0.000250061219345234,0.0007008965896094788,0.015021100116120123,0.0007935632090106948,0.018511175755940957,0.0009126700339905627,0.01402048044775223,0.0006392167538904177,0.017568553639701157,0,4,0,synthetic_h2_circuit_trace
95,1.6493577036827387e-06,0.0016207361680061379,2.7614474290179315e-05,5.697781158176733e-06,0.005611197805852107,0.00010290664997990908,0.0005946263533724358,0.0016148092896431895,4.056435698437473e-05,0.0009561820157038749,0.0025836948634291026,6.83171499664122e-05,0.0015004609141368406,0.0011001502238668223,0.013927071952273997,0.0003012973879407368,0.00026092537213252045,0.00018546268606626023,0.00020887686485767287,0.00016409701454969517,0.0008001638805819879,0.00025004267723489264,0.0006875168518432062,0.014907782370140121,0.0008365483389759509,0.018623044887272813,0.0009126700339905627,0.01402048044775223,0.0006392167538904177,0.017568553639701157,0,4,0,synthetic_h2_circuit_trace
